label,sequence,phi,phi_over_pi,t,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,1,-0.1382301328771871,-0.1382301328771871,1.0,1.0,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,2,-0.04082845240410765,-0.020414226202053826,1.0,1.0,0.8523171049817975
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,3,0.46287605155065653,0.46890571560080796,0.9999999999999999,0.9999999999999999,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,4,1.1994515970027628,0.6020140967227754,0.9834457352115322,1.0,0.24871467237892195
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,5,0.49704235129926677,0.3844805365678535,0.9975552182511414,1.0000000000000002,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,6,1.1242634144528731,0.5526613372850622,0.9592004027814445,0.9996389475536409,0.35445560613863253
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,7,1.3266587350850294,0.5194066426455226,0.9693137918129897,0.9997259563173134,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,8,1.3662280105011684,0.6361963036410041,0.915633525334939,0.9951045581266454,0.2002407311176599
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,9,1.1369724481576173,0.48228879046695655,0.9467839692403368,0.9984617940554121,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,10,1.0766995191702717,0.30104274934219377,0.7598917601611647,0.9605123180906958,0.364295464686508
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,11,1.03147492300659,0.266336252888428,0.926102777829632,0.9933504943748379,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,12,1.1648494058157843,0.3256516691886861,0.7523262231579723,0.9439693920428516,0.5391999492197787
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,13,1.0891479170855338,0.11269286118971494,0.7918434829674618,0.9588673350538955,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,14,1.1163373316637575,0.2721022674962684,0.7539984055400615,0.9245001648471161,0.3988641645162836
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,15,1.558409426394572,0.4108852151697352,0.7886867994996878,0.9439024416791086,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,16,2.058612874768156,0.49323293488710396,0.6503295960711057,0.8045442383467866,0.4229552061000712
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,17,1.4565997109506283,0.22059642814328073,0.7923718460229807,0.929240571129155,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,18,2.1042608768257156,0.46727359012811664,0.6257821024685007,0.7993437417709042,0.4490138357127845
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,19,2.1785036843649004,0.2741937109634596,0.6605025406097016,0.8099092257857059,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,20,2.0679437563528857,0.44549774247307333,0.6332437913799751,0.7939244110941157,0.31734619131420067
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,21,2.2644548401297646,0.43104584267300566,0.637049152160007,0.7972607489783625,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,22,2.5432899671816025,0.4042462101882406,0.5740259508070077,0.6648379575135932,0.30066599763060076
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,23,2.170434923940074,0.23899526118515574,0.6357756001244016,0.7856696459485626,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,24,2.7105972469909134,0.4494084153225354,0.5652249135353091,0.6458251391801343,0.40955899008549546
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,25,2.7870910869543404,0.3089130153560038,0.5788852418652789,0.6626377452038585,0.0
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,26,2.737854476150715,0.41788554987490256,0.5464654439542911,0.6399099878848082,0.32849282752949777
