label,sequence,phi,phi_over_pi,t,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,1,-0.13823013287718688,-0.13823013287718688,0.9999999999999998,0.9999999999999998,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,2,-0.040828452404107596,-0.020414226202053798,0.9999999999999997,0.9999999999999997,0.852317104981797
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,3,0.4628760515506562,0.4689057156008076,0.9999999999999996,0.9999999999999996,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,4,1.171295309067302,0.587935952755045,0.9834457352115322,1.0000000000000002,0.2543793915763671
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,5,0.49593477477024406,0.38303421334460697,0.9975552182511409,0.9999999999999998,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,6,1.0937993839280846,0.5367953157055376,0.9564379968924073,0.9996389475536406,0.3660419211757868
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,7,1.229990377954007,0.4466650260264181,0.9673108636993321,0.9997259563173134,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,8,1.2965149630571888,0.6024586226850815,0.9134995241414607,0.9947736337446225,0.22405836873689253
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,9,1.0586405285835117,0.44454217900374504,0.9437411628592496,0.9983703348583314,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,10,0.8979957515160955,0.22371273284891172,0.7636881352176089,0.9585373191723532,0.3956459497976677
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,11,0.9067441972778607,0.1858476893849036,0.9237728942123314,0.992917625337663,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,12,1.0340834315016072,0.2842119472429257,0.7689746010599704,0.9422255843513667,0.5636164805110986
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,13,0.9413495335231657,0.1302794004811731,0.8018402030867575,0.9574857822372436,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,14,0.9590361394936228,0.22158949437179787,0.7694295975077867,0.9243682734667842,0.4415809719775634
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,15,1.4381624383441975,0.45202941060312934,0.8056857806380467,0.9436021704728451,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,16,1.8348455084179156,0.4598181746225324,0.6951196966397744,0.8176309311110914,0.4556082738996347
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,17,1.343725462000715,0.21987375822202165,0.8074816655329438,0.9306117390991748,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,18,1.9559068570876539,0.45182297176599145,0.6547898082862391,0.8150342676367839,0.45779430839404395
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,19,1.98413779601619,0.24064210745624476,0.6848414732007985,0.8231271742703847,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,20,1.948265460859632,0.4247443262202348,0.644397186325264,0.8069893154906674,0.3263392120246438
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,21,2.1268866409847953,0.43283861293065806,0.6481218269905092,0.8099766287859573,0.0
refined_max_T6000,ABB,0.9285151620609833,0.29555555555555557,22,2.3386879102612994,0.3624579782622223,0.5836226103940646,0.6735464672955126,0.33057227251925736
